,title,category,author_name,dates,num comments,num views,entity_model1,ent_word_model1,nouns_model2
129,EXCLUSIVE [INTERVIEW] DXMON opens up about preparing for 1st EP 'HYPERSPACE' and 'Rookie of the Year' aspiration,Original Content,Sofia-Sayson,03/15/2024,2,"2,095","ORG, ORG, MISC, MISC","D, ##ON, HYPERSPACE, Rookie of the Year","EXCLUSIVE, DXMON, EP, Rookie, Year, aspiration"
130,K-netizens react to the protest truck sent to JYPE demanding Hyunjin's withdrawal from Stray Kids,News,Sophie-Ha,03/15/2024,52,"24,403","ORG, PER, ORG","JYPE, Hyunjin, Stray Kids","K, netizens, protest, truck, withdrawal, Stray, Kids"
131,"""We are grateful to the protesters,"" Ticket sales surge to the Japanese adult video actress festival in Korea following the women's group protests",BUZZ News,Sophie-Ha,03/15/2024,92,"14,523","MISC, LOC","Japanese, Korea","protesters, Ticket, sales, adult, video, actress, festival, women, group, protests"
132,DAY6 continues to gear up for their comeback with new group concept photos for 'FOUREVER',News,Sophie-Ha,03/15/2024,1,"1,278","ORG, MISC","DAY6, FOUREVER","comeback, group, concept, photos"
133,"Rookie boy group TWS finally reaches #1 on Melon's HOT100 music chart with ""Plot Twist""",News,Sophie-Ha,03/15/2024,2,"2,015","ORG, ORG, MISC, MISC","TWS, Melon, ##100, Plot Twist","Rookie, boy, group, HOT100, music, chart, Plot, Twist"
134,Circle Chart releases chart rankings for March 3 to March 9,News,GhostWriter,03/15/2024,2,"2,226",ORG,Circle Chart,"Circle, Chart, chart, March, March"
135,ARTMS rolls out the first pre-release teaser image for their 1st premiere single 'Birth',News,Sophie-Ha,03/15/2024,10,"2,545","ORG, MISC","ARTMS, Birth","teaser, image"
136,MONSTA X's I.M starts his solo comeback countdown with a teaser scheduler,News,Sophie-Ha,03/15/2024,2,"1,307",PER,X ' s I. M,"MONSTA, X, I.M, solo, comeback, countdown, teaser, scheduler"
137,Candy Shop rolls out a new concept trailer for their 1st mini-album 'Hashtag#',Teaser,Sophie-Ha,03/14/2024,2,"1,302","ORG, MISC","Candy Shop, Hashtag","Candy, Shop, concept, trailer, -, album"
138,JYP Entertainment releases statements regarding legal measures against the infringement of artists' rights,News,Sophie-Ha,03/14/2024,9,"5,958",ORG,JYP Entertainment,"JYP, Entertainment, statements, measures, infringement, artists, rights"
139,BABYMONSTER's Ahyeon makes a grand return through the stunning individual teaser photos for 'BABYMONS7ER',News,Sophie-Ha,03/14/2024,29,"15,386","PER, MISC","Ahyeon, ##MON","BABYMONSTER, return, teaser, photos, BABYMONS7ER"
140,NCT Dream gets entangled in red strings in the new teaser for '( )SCAPE Film: Chapter 5',Teaser,Sophie-Ha,03/14/2024,1,"1,401","MISC, MISC","NCT Dream, SCAPE Film : Chapter 5","NCT, Dream, strings, teaser, SCAPE, Film, Chapter"
141,VIXX' Hyuk survives in the cold in 'ae il' MV,Music Video,Germaine-Jay,03/14/2024,3,"1,511",PER,Hyuk,"VIXX, cold, ae, il, MV"
142,Apink's Namjoo reveals 'BAD' album highlight medley,Teaser,Germaine-Jay,03/14/2024,0,"1,369","ORG, PER","Apink, Namjoo","album, highlight, medley"
143,CRAVITY take you behind the scenes of 'EVERSHINE' photo shoot,Misc,Germaine-Jay,03/14/2024,1,830,MISC,EVERSHINE,"CRAVITY, scenes, photo, shoot"
144,IVE's Yujin trends in stunning dress for 'Fendi',News,Germaine-Jay,03/14/2024,15,"7,976","ORG, PER, MISC","IV, Yujin, Fendi","IVE, trends, dress"
145,SHINee's Minho gets in a suit for 'Stay for a Night' dance behind-the-scenes,Misc,Germaine-Jay,03/14/2024,1,"1,497","PER, PER, MISC","SHINee, Minho, Stay for a Night","suit, Night, dance, scenes"
146,LE SSERAFIM win #1 + Performances from March 14th 'M! Countdown'!,News,Germaine-Jay,03/14/2024,5,"2,734",MISC,M! Countdown,"LE, SSERAFIM, Performances, March, 14th, ', M, Countdown"
147,Pentagon's Kino teases upcoming 'Freaky Love' solo single,News,Germaine-Jay,03/14/2024,2,"1,217","LOC, ORG, MISC","Pen, Kino, Freaky Love","Pentagon, teases, Freaky, Love, solo"
148,Fans send protest trucks demanding Hyunjin leave Stray Kids,News,Germaine-Jay,03/14/2024,147,"67,295","PER, ORG","Hyunjin, Stray Kids","Fans, protest, trucks, Stray, Kids"
149,AMPERS&ONE reveal intense 'Vivid Memories' image film teaser,Teaser,Germaine-Jay,03/14/2024,0,"1,230",MISC,Vivid Memories,"Vivid, Memories, image, film, teaser"
150,Virtual group PLAVE officially join 'million-seller' club on Circle chart,News,Sofia-Sayson,03/14/2024,14,"4,158","ORG, ORG","PLAVE, Circle","group, seller, club, chart"
151,Oh My Girl's YooA takes on double life in 'Rooftop' MV,Music Video,Germaine-Jay,03/14/2024,7,"2,582","MISC, MISC","Oh My Girl ' s YooA, Rooftop","Girl, YooA, life, MV"
152,XODIAC live school days in 'HEYDAY' MV,Music Video,Germaine-Jay,03/14/2024,2,"1,437","ORG, MISC","XODIAC, ##YDA","school, days, HEYDAY, MV"
153,Heize reveals 'Hold Me Back' MV teaser for 'Queen of Tears' OST,Teaser,Germaine-Jay,03/14/2024,0,"1,900","PER, MISC, MISC","Heize, Hold Me Back, Queen of Tears","MV, teaser, Queen, Tears, OST"
154,The Boyz' Sunwoo opens personal Instagram account,News,Germaine-Jay,03/14/2024,0,"3,685","ORG, PER","The Boyz, Sunwoo","Boyz, Instagram, account"
155,Indie band Lacuna drops new single 'bow-wow',News,Sofia-Sayson,03/14/2024,1,"1,351",ORG,Lacuna,"band, bow, wow"
156,NCT WISH's 'WISH' debuts at #1 on this week's Circle Album Chart,News,Sofia-Sayson,03/14/2024,1,"1,537","ORG, ORG, MISC","NCT WISH, WISH, Circle Album Chart","NCT, debuts, week, Circle, Album, Chart"
157,Netizens debate if RIIZE need an official leader in light of recent events,News,Solim-Yoon,03/14/2024,30,"9,179",ORG,RIIZE,"Netizens, leader, light, events"
158,"BABYMONSTER set to perform at their first overseas music festival, 'Summer Sonic 2024 Tokyo'",News,Solim-Yoon,03/14/2024,13,"9,846",MISC,Summer Sonic 2024 Tokyo,"BABYMONSTER, music, festival, Summer, Tokyo"
159,"Hwa Sa announces her 1st fan-con tour, 'Twits'",News,Solim-Yoon,03/14/2024,6,"3,559","PER, MISC","Hwa Sa, Twits","Hwa, Sa, fan, con, tour"
160,VCHA show off their moves in their dream house in 'Only One' performance teaser 2,Teaser,Solim-Yoon,03/14/2024,2,"1,545","ORG, MISC","VCHA, Only One","moves, dream, house, performance, teaser"
161,RIIZE chosen as endorsement models for 'Woori Bank',News,Solim-Yoon,03/14/2024,3,"2,480",ORG,Woori Bank,"RIIZE, endorsement, models, Woori, Bank"
162,"Renowned photographer & director Petra Collins arrives in Korea, fans suspect she's working on NewJeans' comeback",News,Solim-Yoon,03/14/2024,6,"5,473","PER, LOC, ORG","Petra Collins, Korea, NewJeans","photographer, director, Petra, Collins, fans, comeback"
163,Limited edition collectible figure of Kim Hye Soo's character from 'Tazza: The High Rollers' sells out immediately upon release,News,Solim-Yoon,03/14/2024,19,"4,807","PER, MISC","Kim Hye Soo, Tazza : The High Rollers","edition, figure, Kim, Hye, Soo, character, Tazza, High, Rollers, release"
164,Actor Jang Dong Yoon joins talent roster at BH Entertainment,News,Solim-Yoon,03/14/2024,2,"3,522","PER, ORG","Jang Dong Yoon, BH Entertainment","Actor, Jang, Dong, Yoon, talent, roster, BH, Entertainment"
165,Loossemble in the final stages of comeback preparations,News,Solim-Yoon,03/14/2024,6,"3,098","LOC, PER","Lo, ##ossemble","stages, comeback, preparations"
166,Scriptwriter Kim Eun Hee confirms 'Signal' sequel after 8-year wait,Dramas,Solim-Yoon,03/14/2024,31,"11,778","PER, MISC","Kim Eun Hee, Signal","Scriptwriter, Kim, Eun, Hee, sequel, year, wait"
167,'Sea Urchin Idol' DXMON's Jo gets a hair makeover from celebrity stylist KIU-ssaem,News,Solim-Yoon,03/14/2024,19,"4,015","MISC, PER, PER","Sea Urchin Idol, Jo, K","Sea, Urchin, Idol, DXMON, hair, celebrity, KIU, ssaem"
168,Bang Ye Dam's upcoming digital single will be a duet with aespa's Winter,News,Solim-Yoon,03/14/2024,5,"4,834","PER, MISC","Bang Ye Dam, Winter","Bang, Ye, Dam, duet, aespa"
169,Actress Chae Seo Jin to tie the knot with a non-celebrity fiancé,News,Solim-Yoon,03/14/2024,3,"5,290",PER,Chae Seo Jin,"Actress, Chae, Seo, Jin, knot, fiancé"
170,BTOB's Sungjae to make his solo comeback,News,Solim-Yoon,03/14/2024,1,"2,283","ORG, PER","BTOB, Sungjae","solo, comeback"
171,"UNIS's Seowon, Kotoko, Elisia, and Yoona are water fairies in the new set of teaser images for debut mini album 'We UNIS'",News,Sophie-Ha,03/14/2024,2,"4,700","ORG, PER, PER, PER, PER, MISC","UNIS, Seowon, Kotoko, Elisia, Yoona, We UNIS","water, fairies, set, teaser, images, debut, album, '"
172,BLACKPINK's LISA joins Normani & Camila Cabello as the only female artists to have a song surpass 1 Billion Spotify streams both as as a Soloist and with a Group,News,Real-Kpop-News,03/14/2024,12,"3,244","PER, PER, MISC","Normani, Camila Cabello, Spotify","BLACKPINK, LISA, Camila, Cabello, artists, song, surpass, streams, Soloist, Group"
173,A South Korean missionary arrested on spying allegations in Russia,BUZZ News,Sophie-Ha,03/14/2024,19,"4,574","MISC, LOC","South Korean, Russia","missionary, allegations"
174,Fans love NewJeans Hyein's adorable photo from when she was in elementary school,News,Sophie-Ha,03/14/2024,13,"4,531",PER,NewJeans Hyein,"Fans, NewJeans, Hyein, photo, school"
175,Five Hit K-Dramas with a BL (Boys Love) Plot Twist,Original Content,Rika-go,03/14/2024,6,"6,492",MISC,Five Hit K - Dramas with a BL ( Boys Love ) Plot Twist,"Hit, K, Dramas, BL, Boys, Love, Plot, Twist"
176,Behind the scenes secrets to MAMAMOO's live vocal stability,Original Content,Luckymoomoo,03/14/2024,21,"5,982","ORG, PER","MAMAMO, ##O","scenes, secrets, MAMAMOO, stability"
177,"CROWN HAITAI Holdings chairman praises BIBI for raising the sales of their chestnut jelly ""Bam Yang Gang"" thanks to her new song",News,Sophie-Ha,03/14/2024,2,"3,225","ORG, ORG, MISC","HAITAI Holdings, BIBI, Bam Yang Gang","CROWN, HAITAI, Holdings, chairman, sales, chestnut, Bam, Yang, Gang, thanks, song"
178,TV personality Jonathan receives praise after passing the Korean History Proficiency Exam,News,Sophie-Ha,03/14/2024,33,"14,169","PER, MISC","Jonathan, Korean History Proficiency Ex","TV, personality, praise, Korean, History, Proficiency, Exam"
179,Dowoon exudes calm vibes in the latest teasers for DAY6's 8th mini-album 'Fourever',News,Sophie-Ha,03/14/2024,0,"1,114","PER, ORG, MISC","Dowoon, DAY6, Fourever","exudes, vibes, teasers, -, album"
180,K-netizens say former Wonder Girls' Lim shouldn't force her husband to follow her religion,News,Sophie-Ha,03/14/2024,124,"30,670","ORG, PER","Wonder Girls, Lim","K, netizens, Wonder, Girls, husband, religion"
181,Fans spend a special selca day with EXO's Chen,News,SabTab,03/14/2024,5,"3,806","ORG, PER","EXO, Chen","Fans, selca, day"
182,NewJeans' Hanni sets off on different adventures in the new global campaign 'Feels Like UGG',CF,Sophie-Ha,03/14/2024,3,"2,486","PER, MISC","Hanni, Feels Like UGG","NewJeans, adventures, campaign, UGG"
183,Why netizens aren't buying the new dating rumor between aespa's Ningning and RIIZE's Wonbin,Rumors,Sophie-Ha,03/14/2024,40,"16,036","ORG, ORG, LOC, LOC, MISC, ORG, LOC, MISC","ae, ##a, Ni, ##ng, ##ning, RIIZE, Won, ##bin","netizens, rumor, aespa, Ningning, Wonbin"
184,Kim Soo Hyun is Back and Here are 5 of his Dramas You Need to Catch Up On,Original Content,ean1994,03/14/2024,4,"4,056","PER, MISC","Kim Soo Hyun, You Need to Catch Up On","Kim, Soo, Hyun, Dramas"
185,HYBE unveils first lineup for 2024 'Weverse Con Festival',News,Sofia-Sayson,03/14/2024,3,"13,598","ORG, MISC","H, Weverse Con Festival","unveils, lineup, Weverse, Con, Festival"
186,ILLIT's Iroha shares her luck tips in the new introduction film teaser 'SUPER REAL ME Film',Teaser,Sophie-Ha,03/14/2024,6,"1,421","PER, MISC","Iroha, SUPER REAL ME Film","ILLIT, luck, tips, introduction, film, teaser, REAL, ME, Film"
187,Candy Shop unveils Delectably Sweet Image Teasers for their Debut,News,Sophie-Ha,03/14/2024,4,"1,656","ORG, MISC, MISC","Candy Shop, Delectably Sweet Image Teasers, De","Candy, Shop, Delectably, Sweet, Image, Teasers, Debut"
188,RIIZE Anton's Rumored Girlfriend's Sister Speaks Out,Rumors,Sophie-Ha,03/13/2024,28,"17,218",MISC,Anton ' s Rumored Girlfriend ' s Sister Speaks Out,"RIIZE, Anton, Rumored, Girlfriend, Sister"
189,TXT unveils an intriguing animation concept teaser for their 'minisode 3: TOMORROW',Teaser,Sophie-Ha,03/13/2024,2,"1,661","ORG, MISC","TXT, TOMORROW","animation, concept, teaser"
190,BTS's J-Hope reflects on his life in dancing in the main trailer for his upcoming docu series 'HOPE ON THE STREET',Teaser,Sophie-Ha,03/13/2024,10,"2,159","ORG, PER, MISC","BTS, J - Hope, HOPE ON THE STREET","J, Hope, life, trailer, docu, series, HOPE, STREET"
191,BABYMONSTER's Pharita and Rami display their beauty in the new visual photos for their 1st mini-album 'BABYMONS7ER',News,Sophie-Ha,03/13/2024,10,"3,682","ORG, PER, PER, MISC","BABYMONSTER, Pharita, Rami, BABYMONS7ER","beauty, photos, -, album, '"
192,NCT Dream's Chenle and Jaemin continue their intense training in the new teaser '( )SCAPE Film: Chapter 4',Teaser,Sophie-Ha,03/13/2024,0,"1,566","ORG, PER, PER, MISC","NCT Dream, Chenle, Jaemin, SCAPE Film : Chapter 4","NCT, Dream, training, teaser, SCAPE, Film, Chapter"
193,[PHOTOS] MAMAMOO's HWASA at the 'Wanderland Music Festival',Photos,Sofia-Sayson,03/13/2024,4,"1,919",MISC,Wanderland Music Festival,"PHOTOS, MAMAMOO, HWASA, Wanderland, Music, Festival"
194,TIOT ready for mainstream debut following pre-debut success,News,Alec06,03/13/2024,1,"1,407",ORG,TIOT,"mainstream, debut, success"
195,Seventeen join lineup for 'Lollapalooza Berlin 2024',News,Germaine-Jay,03/13/2024,7,"4,643","ORG, MISC","Seventeen, Lollapalooza Berlin 2024","join, lineup, Lollapalooza, Berlin"
196,NCT WISH reveal behind-the-scenes of their debut,Misc,Germaine-Jay,03/13/2024,0,"1,038",ORG,NCT WISH,"NCT, WISH, scenes, debut"
197,SM Entertainment takes legal stand against rumors affecting RIIZE members,News,Alec06,03/13/2024,30,"7,124","ORG, ORG","SM Entertainment, RI","SM, Entertainment, stand, rumors, RIIZE, members"
198,LOONA's Yves signs with PAIX PER MIL after winning lawsuit against Blockberry Creative,News,Germaine-Jay,03/13/2024,11,"5,462","ORG, PER, ORG, ORG","L, Yves, PAIX PER MIL, Blockberry Creative","LOONA, signs, PAIX, MIL, lawsuit, Blockberry, Creative"
199,Laboum and WSG Wannabe's Soyeon to make her solo debut,News,Alec06,03/13/2024,5,"1,803","PER, PER, PER","Laboum, WSG Wannabe, Soyeon","WSG, Wannabe, debut"
200,EXCLUSIVE [INTERVIEW] LUN8 on their first comeback with ‘BUFF’: “Positivity is what we want to give through our music and performances”,Original Content,Sofia-Sayson,03/13/2024,0,"1,333",ORG,LUN8,"EXCLUSIVE, INTERVIEW, comeback, BUFF, Positivity, music, performances"
201,ASTRO's Cha Eun Woo is heading next to Manila for his 'Mystery Elevator' show this weekend,News,Sofia-Sayson,03/13/2024,2,"2,526","ORG, PER, LOC, MISC","ASTRO, Cha Eun Woo, Manila, Mystery Elevator","Cha, Eun, Woo, Mystery, Elevator, show, weekend"
202,Singer Hello Gayoung triumphantly overcomes blood cancer,News,Alec06,03/13/2024,6,"2,206",PER,Hello Gayoung,"Singer, Gayoung, blood, cancer"
203,NCT WISH's 'WISH' wins #1 on this week's 'Show Champion',News,Sofia-Sayson,03/13/2024,4,"1,447","ORG, ORG, MISC","NCT WISH, W, Show Champion","NCT, WISH, WISH, week, Show, Champion"
204,Forestella's Kang Hyung Ho & weathercaster Jung Min Kyung to tie the knot,News,Germaine-Jay,03/13/2024,3,"3,557","ORG, PER, PER","Forestella, Kang Hyung Ho, Jung Min Kyung","Kang, Hyung, Ho, weathercaster, Jung, Min, Kyung, knot"
205,Lee Young Ae and China's Fan Bingbing captivate in viral snapshot,News,Alec06,03/13/2024,9,"4,875","PER, LOC, PER","Lee Young Ae, China, Fan Bingbing","Lee, Young, Ae, Fan, Bingbing, captivate, snapshot"
206,n.SSign hit the streets in 'Funk Jam' MV teaser,Teaser,Germaine-Jay,03/13/2024,0,"1,061",MISC,Funk Jam,"n., SSign, streets, Funk, Jam, MV, teaser"
207,BTS' j-hope takes a break in 'Hope on the Street' docuseries preview photos,News,Germaine-Jay,03/13/2024,3,"2,346",MISC,Hope on the Street,"BTS, j, -, hope, break, Hope, Street, docuseries, preview, photos"
208,NOMAD feel the summer sun in 'California Love' MV,Music Video,Germaine-Jay,03/13/2024,2,"1,154",MISC,California Love,"NOMAD, summer, sun, California, Love, MV"
209,BAE173 face the dark in 'Fifty-Fifty' MV,Music Video,Germaine-Jay,03/13/2024,6,"1,754",MISC,Fifty - Fifty,"BAE173, dark, Fifty, Fifty, MV"
210,Davichi returns with a new single this month,News,Alec06,03/13/2024,2,"1,495",PER,Davichi,"single, month"
211,LUN8 show their steps in 'Super Power' MV,Music Video,Germaine-Jay,03/13/2024,1,"1,196","ORG, MISC","L, Super Power","LUN8, steps, Super, Power, MV"
212,Hwang Min Hyun sits waiting in 'Lullaby' official film MV,Music Video,Germaine-Jay,03/13/2024,1,"1,167","PER, MISC","Hwang Min Hyun, Lullaby","Hwang, Min, Hyun, film, MV"
213,(G)I-DLE & aespa to perform at '2024 MLB World Tour: Seoul Series',News,Germaine-Jay,03/13/2024,7,"3,228",MISC,##4 MLB World Tour : Seoul Series,"G)I, DLE, aespa, MLB, World, Tour, Seoul, Series"
214,Rookie girl group VVUP makes bold debut with 'Doo Doom Chit' MV,Music Video,Alec06,03/13/2024,3,"2,449","ORG, MISC","VVUP, Doo Doom Chit","Rookie, girl, group, debut, Doo, Doom, Chit, MV"
215,Nam Tae Hyun writes message to fans promising to return with music after drug scandal,News,Germaine-Jay,03/13/2024,7,"2,557",PER,Nam Tae Hyun,"Nam, Tae, Hyun, message, fans, music, drug, scandal"
216,(G)I-DLE's Shuhua allegedly spotted horseback riding during health hiatus,Rumors,Germaine-Jay,03/13/2024,85,"26,712",PER,Shuhua,"G)I, DLE, horseback, health, hiatus"
217,Heo Yunjin of LE SSERAFIM features in Max's 'Stupid in Love' MV,Music Video,Alec06,03/13/2024,12,"4,059","PER, ORG, PER, MISC","Heo Yunjin, LE SSERAFIM, Max, Stupid in Love","Heo, Yunjin, LE, SSERAFIM, features, Stupid, Love, MV"
218,The cast of Netflix's 'Chicken Nugget' expresses excitement for the unique story ahead of its premiere,News,EunhaYi,03/13/2024,2,"4,019","ORG, MISC","Netflix, Chicken Nugget","cast, Chicken, Nugget, excitement, story, premiere"
219,BTS Jungkook breaks records with longest-running chart on US Billboard Hot 100 among Korean solo artists,News,EunhaYi,03/13/2024,10,"4,064","ORG, PER, MISC, MISC","BTS, Jungkook, US Billboard Hot 100, Korean","records, chart, US, Billboard, Hot, solo, artists"
220,Hwang Minhyun reveals digital single 'Lullaby' will be final comeback before military service,News,EunhaYi,03/13/2024,2,"1,514","PER, MISC","Hwang Minhyun, Lullaby","Hwang, Minhyun, comeback, service"
221,AOMG clarifies that CEO's resignation is unrelated to Meenoi's controveries,News,EunhaYi,03/13/2024,7,"8,069","ORG, PER","AOMG, Meenoi","clarifies, CEO, resignation, controveries"
222,DAY6 unveils Wonpil's teaser ahead of highly anticipated comeback,News,EunhaYi,03/13/2024,0,"1,062","ORG, PER","DAY6, Wonpil","teaser, comeback"
223,Actress Han Hyo Joo joins forces with renown Japanese actor Shun Oguri in romatic comedy,News,EunhaYi,03/13/2024,13,"10,706","PER, MISC, PER","Han Hyo Joo, Japanese, Shun Oguri","Actress, Han, Hyo, Joo, forces, actor, Shun, Oguri, comedy"
224,AOMG faces fallout from Meenoi incident as CEO DJ Pumpkin resigns,News,EunhaYi,03/13/2024,5,"17,429","ORG, PER, PER","A, Meenoi, DJ Pumpkin","AOMG, fallout, incident, CEO, DJ, Pumpkin"
